application_id,age,annual_income,credit_score,loan_amount,years_employed,debt_to_income_ratio,existing_loans,employment_type,marital_status,education_level,residence_type,city_tier,card_type_requested,application_date,approval_status
102530,41.0,152925.0,846.0,20636.0,34.0,0.21,3,Self-Employed,Married,Masters,Owned,Tier2,Platinum,2025-02-22,Rejected
102531,64.0,82771.0,611.0,33684.0,7.0,0.59,4,Business,Married,High School,Family,Tier2,Platinum,2025-02-15,Rejected
102532,52.0,79973.0,433.0,11957.0,32.0,0.09,6,Salaried,Married,Bachelors,Owned,Tier3,Gold,2025-11-03,Approved
102533,41.0,170762.0,428.0,37706.0,,0.67,0,Self-Employed,Single,Masters,Family,Tier2,Gold,2024-09-18,Rejected
102534,55.0,64107.0,735.0,34841.0,20.0,0.08,5,Business,Divorced,High School,Rented,Tier3,Platinum,2024-04-06,Approved
102535,52.0,82888.0,579.0,35960.0,12.0,0.21,3,Business,Married,Masters,Family,Tier2,Gold,2024-03-01,Approved
102536,50.0,35956.0,657.0,41975.0,8.0,0.35,3,Salaried,Married,High School,Family,Tier1,Platinum,2025-07-15,Approved
102537,59.0,111839.0,551.0,32828.0,34.0,0.54,3,Salaried,Married,Bachelors,Owned,Tier2,Platinum,2024-03-16,Rejected
102538,32.0,192605.0,434.0,41151.0,9.0,0.67,3,Salaried,Single,High School,Rented,Tier1,Gold,2025-11-07,Approved
102539,61.0,126131.0,822.0,29129.0,4.0,0.33,1,Salaried,Single,Masters,Owned,Tier3,Gold,2025-01-06,Approved
102540,38.0,92594.0,618.0,38939.0,30.0,0.54,6,Salaried,Married,Bachelors,Rented,Tier1,Platinum,2024-08-15,Approved
102541,41.0,36519.0,379.0,,23.0,0.52,2,Salaried,Divorced,Masters,Family,Tier3,Gold,2025-12-07,Approved
102542,33.0,187187.0,490.0,7480.0,31.0,0.42,1,Self-Employed,Single,Bachelors,Rented,Tier2,Silver,2024-08-18,Rejected
102543,41.0,26832.0,752.0,28544.0,2.0,0.5,3,Self-Employed,Married,Masters,Rented,Tier2,Silver,2025-07-26,Approved
102544,28.0,197440.0,643.0,46426.0,15.0,0.07,6,Salaried,Divorced,High School,Rented,Tier1,Silver,2025-05-13,Rejected
102545,60.0,138922.0,329.0,3857.0,19.0,0.34,5,Business,Married,Bachelors,,Tier1,Platinum,2024-12-01,Approved
102546,27.0,130474.0,713.0,5349.0,23.0,0.56,0,Self-Employed,Divorced,High School,Family,Tier1,Silver,2025-03-13,Approved
102547,43.0,94715.0,667.0,2428.0,33.0,0.36,1,Salaried,Single,,Family,Tier1,Platinum,2024-03-07,Rejected
102548,64.0,,801.0,40491.0,22.0,0.62,7,Self-Employed,Divorced,,Owned,Tier3,Gold,2025-04-14,Approved
102549,52.0,98366.0,320.0,47778.0,1.0,0.59,7,Business,Single,Bachelors,Rented,Tier3,Gold,2024-02-27,Rejected
102550,31.0,62570.0,848.0,24163.0,4.0,0.61,7,Business,Single,High School,Family,Tier1,Silver,2024-12-20,Rejected
102551,42.0,162687.0,545.0,28677.0,17.0,0.13,4,Self-Employed,Divorced,Masters,Family,Tier2,Platinum,2025-08-18,Rejected
102552,42.0,63311.0,582.0,31904.0,28.0,0.21,2,Salaried,Single,Masters,Family,Tier1,Platinum,2025-03-02,Approved
102553,63.0,115245.0,531.0,16718.0,9.0,0.07,7,Salaried,Divorced,High School,Rented,Tier3,Silver,2024-07-14,Approved
102554,45.0,128187.0,615.0,15809.0,15.0,0.69,0,Salaried,Divorced,High School,Owned,Tier3,Silver,2024-12-14,Rejected
102555,42.0,48434.0,635.0,14272.0,22.0,0.2,1,Business,Single,High School,Owned,Tier2,Gold,2024-07-30,Approved
102556,48.0,111879.0,710.0,12828.0,29.0,0.29,2,Business,Single,Masters,Family,Tier3,Gold,2024-01-29,Approved
102557,49.0,40739.0,544.0,45431.0,5.0,0.23,6,Business,Single,Bachelors,Rented,Tier1,Gold,2024-05-21,Approved
102558,33.0,91202.0,686.0,8856.0,19.0,0.08,5,Business,Single,Masters,Family,Tier3,Silver,2025-01-19,Rejected
102559,38.0,123580.0,657.0,12223.0,15.0,0.22,6,Self-Employed,Single,High School,Owned,Tier1,Gold,2024-07-27,Approved
102560,22.0,104599.0,321.0,40413.0,27.0,0.11,1,Salaried,Married,Masters,Rented,Tier2,Gold,2024-09-27,Approved
102561,49.0,189721.0,318.0,36689.0,25.0,0.31,4,Salaried,Married,Bachelors,Owned,Tier3,Platinum,2024-04-25,Approved
102562,41.0,141770.0,586.0,9166.0,21.0,0.68,3,Self-Employed,Married,Masters,Family,Tier2,Gold,2024-03-29,Rejected
102563,35.0,64470.0,575.0,13637.0,10.0,0.5,4,Self-Employed,Married,Masters,Owned,Tier1,Gold,2024-09-25,Rejected
102564,47.0,99965.0,,47534.0,0.0,0.51,3,Salaried,Married,Masters,Rented,Tier2,Platinum,2025-09-23,Approved
102565,51.0,150332.0,664.0,1878.0,4.0,0.34,2,Salaried,Divorced,Masters,Rented,Tier1,Gold,2025-04-25,Approved
102566,35.0,154681.0,634.0,11704.0,1.0,0.58,1,Self-Employed,Single,Masters,Rented,Tier1,Platinum,2025-06-19,Approved
102567,43.0,188998.0,498.0,9502.0,5.0,0.64,1,Self-Employed,Married,High School,Owned,Tier3,Gold,2025-02-21,Approved
102568,44.0,139300.0,316.0,16266.0,26.0,0.68,4,Business,Divorced,,Rented,Tier3,Gold,2025-01-29,Approved
102569,64.0,62997.0,517.0,49068.0,25.0,0.11,0,,Divorced,High School,Owned,Tier3,Gold,2025-04-29,Rejected
102570,33.0,196796.0,446.0,35089.0,34.0,0.62,2,Self-Employed,Married,Masters,Rented,Tier1,Gold,2025-12-02,Approved
102571,42.0,122805.0,509.0,45356.0,12.0,0.2,5,Business,Married,Masters,Owned,Tier1,Gold,2025-07-12,Rejected
102572,63.0,187776.0,713.0,,11.0,0.31,3,Salaried,Married,Masters,Owned,Tier1,Silver,2024-01-25,Approved
102573,57.0,147202.0,629.0,16046.0,17.0,0.27,6,Business,Married,Bachelors,Owned,Tier2,Silver,2024-04-14,Approved
102574,53.0,184463.0,651.0,26270.0,5.0,0.49,2,Self-Employed,Divorced,High School,Rented,Tier1,Silver,2025-02-19,Approved
102575,23.0,27526.0,462.0,11806.0,27.0,0.44,6,Self-Employed,Single,High School,Owned,Tier3,,2024-03-05,Rejected
102576,39.0,180758.0,400.0,42230.0,27.0,0.12,5,Salaried,Single,Masters,,Tier3,Silver,2024-01-29,Approved
102577,43.0,98339.0,626.0,38988.0,24.0,0.56,4,Salaried,Divorced,High School,Family,Tier2,Gold,2025-11-11,Rejected
102578,49.0,31574.0,626.0,36892.0,4.0,0.34,5,Business,Married,Bachelors,Rented,Tier3,Platinum,2025-04-03,Approved
102579,50.0,33733.0,454.0,30512.0,14.0,0.05,7,Salaried,Single,High School,Family,Tier1,Platinum,2024-01-22,Approved
102580,59.0,75290.0,309.0,41954.0,8.0,0.32,1,Self-Employed,Married,Masters,Rented,Tier1,Gold,2025-08-10,Approved
102581,64.0,97793.0,652.0,6099.0,1.0,0.39,3,Salaried,Single,High School,Family,Tier3,Platinum,2025-10-02,Approved
102582,45.0,61051.0,482.0,31311.0,8.0,0.09,3,Self-Employed,Single,High School,Owned,Tier3,,2024-01-16,Rejected
102583,57.0,40909.0,754.0,9552.0,25.0,0.15,7,Salaried,Single,High School,Family,Tier1,Silver,2024-08-18,Approved
102584,28.0,102338.0,305.0,12627.0,22.0,0.7,5,Business,Divorced,High School,Family,Tier1,Platinum,2025-10-04,Approved
102585,62.0,98432.0,632.0,26309.0,27.0,0.62,3,Salaried,Married,Bachelors,Owned,Tier1,Gold,2024-12-22,Rejected
102586,36.0,53133.0,632.0,46756.0,5.0,0.14,3,Self-Employed,Single,Masters,Family,Tier3,Silver,2024-08-15,Approved
102587,28.0,104062.0,557.0,2350.0,3.0,0.43,2,Business,Single,High School,Rented,Tier3,Gold,2025-08-28,Approved
102588,21.0,167350.0,510.0,13276.0,29.0,0.3,2,Business,Single,,Rented,Tier1,Gold,2025-05-29,Approved
102589,64.0,136546.0,,12739.0,17.0,0.4,5,Salaried,Married,High School,Family,Tier3,Silver,2024-08-14,Approved
102590,25.0,76458.0,744.0,22302.0,29.0,0.36,6,Salaried,Single,Bachelors,Family,Tier2,,2025-03-11,Approved
102591,23.0,80415.0,676.0,39498.0,26.0,0.08,6,Business,Divorced,Masters,Rented,Tier3,Platinum,2024-10-13,Rejected
102592,21.0,79160.0,785.0,13384.0,30.0,0.26,4,Business,Single,Bachelors,Rented,Tier3,Silver,2025-06-30,Rejected
102593,24.0,79399.0,350.0,34094.0,29.0,0.13,5,Self-Employed,Single,Masters,Family,Tier1,Gold,2024-04-27,Approved
102594,60.0,50298.0,453.0,3120.0,11.0,0.37,5,Business,Divorced,High School,Owned,Tier3,Silver,2025-03-09,Rejected
102595,55.0,178263.0,609.0,1993.0,16.0,0.64,6,Business,Married,Masters,Owned,Tier1,Gold,2024-07-22,Approved
102596,52.0,189164.0,698.0,22759.0,33.0,0.7,1,Business,Married,Masters,Rented,Tier3,Silver,2025-01-03,Approved
102597,62.0,114407.0,433.0,19150.0,27.0,0.66,5,Business,Single,Masters,Owned,Tier3,Gold,2025-06-18,Approved
102598,54.0,87513.0,519.0,46388.0,3.0,0.69,5,Self-Employed,Married,High School,Family,Tier3,Gold,2025-08-15,Approved
102599,63.0,76097.0,462.0,26756.0,33.0,0.06,1,Business,Divorced,Bachelors,Rented,Tier1,Silver,2024-03-05,Approved
102600,45.0,186351.0,801.0,49546.0,13.0,0.52,2,Self-Employed,Married,,,Tier3,Platinum,2025-12-21,Approved
102601,30.0,170476.0,414.0,36549.0,12.0,0.23,4,Business,Single,Bachelors,Owned,Tier3,Platinum,2025-05-03,Approved
102602,41.0,60198.0,798.0,40787.0,2.0,0.61,6,Self-Employed,Divorced,Bachelors,Owned,Tier2,Silver,2024-04-18,Rejected
102603,59.0,74997.0,771.0,36673.0,20.0,0.58,0,Self-Employed,Single,Bachelors,Rented,Tier1,Silver,2024-09-11,Rejected
102604,47.0,156639.0,448.0,9290.0,15.0,0.33,5,Salaried,Divorced,Bachelors,Family,Tier1,Platinum,2025-02-22,Approved
102605,47.0,27179.0,540.0,49028.0,25.0,0.36,7,Self-Employed,Divorced,Bachelors,Family,Tier3,Gold,2024-03-03,Approved
102606,22.0,27019.0,422.0,17627.0,5.0,0.22,5,Self-Employed,Single,High School,Rented,Tier3,Gold,2025-10-19,Rejected
102607,61.0,106455.0,368.0,8938.0,17.0,0.24,5,Self-Employed,Single,High School,Owned,Tier2,Gold,2024-01-10,Approved
102608,33.0,174776.0,362.0,39262.0,5.0,0.69,3,Salaried,Married,Bachelors,Family,Tier1,Platinum,2024-02-16,Approved
102609,29.0,174102.0,315.0,3709.0,24.0,0.63,5,Self-Employed,Married,Masters,Owned,Tier2,Silver,2024-05-02,Approved
102610,56.0,151883.0,689.0,28629.0,23.0,0.17,1,Salaried,Single,High School,Family,Tier1,Gold,2025-01-13,Rejected
102611,42.0,94445.0,557.0,46422.0,29.0,0.23,3,Self-Employed,Single,Bachelors,,Tier2,Silver,2024-02-02,Approved
102612,62.0,98551.0,516.0,45186.0,22.0,0.12,1,Self-Employed,Married,Bachelors,Family,Tier3,Platinum,2024-01-06,Approved
102613,46.0,28420.0,778.0,25085.0,7.0,0.69,5,Self-Employed,Single,Masters,Owned,Tier1,Platinum,2025-06-16,Approved
102614,32.0,84875.0,413.0,47537.0,8.0,0.64,0,Self-Employed,Divorced,Masters,Owned,Tier1,Platinum,2025-02-17,Rejected
102615,37.0,41740.0,679.0,41563.0,5.0,0.41,6,Business,Married,Bachelors,Owned,Tier3,Gold,2025-04-18,Rejected
102616,34.0,90263.0,536.0,31832.0,32.0,0.5,5,Business,Married,Masters,Owned,Tier1,Gold,2025-06-16,Approved
102617,34.0,130789.0,775.0,24472.0,32.0,0.54,1,Business,Divorced,High School,Owned,Tier3,Silver,2025-09-14,Approved
102618,54.0,44465.0,428.0,49850.0,6.0,0.18,5,Self-Employed,Divorced,Bachelors,Rented,Tier3,Gold,2025-01-04,Approved
102619,40.0,29131.0,809.0,21762.0,17.0,0.66,0,Business,Single,High School,Family,Tier2,Silver,2024-06-21,Approved
102620,31.0,35652.0,464.0,10507.0,5.0,0.39,1,Salaried,Single,Bachelors,Family,Tier3,Silver,2025-08-31,Approved
102621,36.0,72671.0,576.0,10578.0,,0.11,2,Self-Employed,Divorced,High School,Rented,Tier1,Platinum,2025-01-08,Approved
102622,51.0,114342.0,556.0,7711.0,25.0,0.31,3,Business,Divorced,Bachelors,Family,Tier1,Silver,2025-01-21,Approved
102623,,44171.0,431.0,16979.0,14.0,0.44,4,Salaried,Married,High School,Rented,Tier1,Gold,2024-03-16,Approved
102624,39.0,83541.0,556.0,,29.0,0.28,7,Salaried,Married,Masters,Rented,Tier3,Gold,2024-02-02,Approved
102625,57.0,34470.0,440.0,25997.0,10.0,0.5,4,Self-Employed,Married,Bachelors,Rented,Tier3,Silver,2025-08-05,Rejected
102626,24.0,69308.0,508.0,41830.0,7.0,0.62,1,Self-Employed,Single,Bachelors,Family,Tier1,Silver,2025-07-23,Approved
102627,24.0,177398.0,818.0,16833.0,4.0,0.55,4,Salaried,Married,Bachelors,Rented,Tier2,Silver,2024-03-12,Approved
102628,40.0,160669.0,350.0,21185.0,7.0,0.47,5,Salaried,Divorced,Bachelors,Family,Tier3,Gold,2024-10-29,Approved
102629,30.0,127840.0,802.0,22746.0,4.0,0.38,3,Self-Employed,Married,High School,Owned,Tier1,Silver,2024-06-30,Approved
102630,44.0,186860.0,558.0,22857.0,9.0,0.22,7,Salaried,Divorced,Bachelors,Owned,Tier1,Silver,2024-10-17,Approved
102631,55.0,74477.0,477.0,10603.0,14.0,0.35,2,Business,Divorced,Masters,Rented,Tier1,Silver,2025-07-28,Rejected
102632,,133261.0,842.0,12441.0,2.0,0.24,2,Business,Single,High School,Rented,Tier1,Platinum,2025-06-02,Approved
102633,57.0,127466.0,655.0,5570.0,9.0,0.66,0,Salaried,Single,Bachelors,Owned,Tier1,Platinum,2024-09-16,Approved
102634,58.0,58071.0,617.0,33316.0,6.0,0.64,4,Salaried,Married,Bachelors,Owned,Tier1,Gold,2025-12-26,Approved
102635,41.0,95560.0,663.0,19467.0,23.0,0.15,5,Self-Employed,Married,High School,Owned,Tier1,Platinum,2024-09-05,Approved
102636,60.0,187842.0,354.0,13845.0,25.0,0.58,7,Business,Married,High School,,Tier2,Gold,2024-07-21,Rejected
102637,59.0,101762.0,455.0,45638.0,33.0,0.51,3,Business,Single,Bachelors,Owned,Tier1,Platinum,2024-01-09,Rejected
102638,41.0,191471.0,343.0,43310.0,7.0,0.68,4,Business,Divorced,High School,Rented,Tier1,Platinum,2025-09-09,Approved
102639,30.0,168641.0,841.0,27943.0,4.0,0.35,3,Business,Divorced,Masters,Rented,Tier3,Platinum,2024-05-22,Rejected
102640,58.0,27369.0,621.0,5833.0,25.0,0.52,6,Business,Single,Bachelors,Rented,Tier1,Gold,2024-04-01,Approved
102641,24.0,134963.0,313.0,40569.0,9.0,0.39,0,Business,Married,Bachelors,Family,Tier1,Gold,2024-10-12,Rejected
102642,40.0,25528.0,656.0,4340.0,32.0,0.1,6,Self-Employed,Single,High School,Rented,Tier2,Silver,2025-01-03,Approved
102643,37.0,133806.0,782.0,44532.0,30.0,0.08,5,Salaried,Divorced,Masters,Owned,Tier2,Platinum,2024-10-26,Rejected
102644,27.0,186386.0,658.0,13312.0,24.0,0.13,6,Business,Single,Masters,Owned,Tier2,Gold,2024-10-05,Rejected
102645,24.0,127979.0,617.0,37612.0,12.0,0.24,4,Self-Employed,Single,Bachelors,Rented,Tier2,Silver,2024-11-19,Approved
102646,49.0,174119.0,374.0,1639.0,0.0,0.22,6,Self-Employed,Divorced,Masters,Family,Tier1,Gold,2025-04-06,Approved
102647,34.0,44748.0,493.0,45188.0,23.0,0.52,2,Salaried,Single,Masters,Family,Tier2,Gold,2025-12-23,Approved
102648,23.0,60109.0,662.0,16211.0,26.0,0.52,0,Salaried,Single,Masters,Rented,Tier1,Silver,2025-04-16,Rejected
102649,44.0,38919.0,395.0,14496.0,17.0,0.68,5,Salaried,Single,Bachelors,Family,Tier1,,2025-07-22,Approved
102650,57.0,72498.0,339.0,29845.0,14.0,0.25,6,Salaried,Married,Bachelors,Rented,Tier2,Silver,2025-03-04,Approved
102651,36.0,80808.0,696.0,41919.0,16.0,0.66,4,Salaried,Divorced,Masters,Owned,Tier2,Platinum,2024-08-15,Approved
102652,24.0,95441.0,406.0,31089.0,28.0,0.45,2,Self-Employed,Married,Masters,Family,Tier2,Platinum,2025-12-11,Rejected
102653,44.0,138843.0,316.0,42145.0,4.0,0.37,2,Salaried,Divorced,Bachelors,Rented,Tier1,Gold,2024-09-08,Approved
102654,54.0,99420.0,826.0,39168.0,10.0,0.48,3,Self-Employed,Divorced,Bachelors,Family,Tier1,Platinum,2025-09-10,Approved
102655,50.0,184978.0,798.0,30672.0,15.0,0.51,2,Business,Divorced,High School,Family,Tier3,Platinum,2024-06-21,Approved
102656,38.0,132447.0,824.0,16945.0,33.0,0.16,1,Business,Single,High School,Family,Tier1,Gold,2025-07-14,Rejected
102657,39.0,91896.0,342.0,18702.0,16.0,0.54,6,Salaried,Married,Masters,Owned,Tier2,Silver,2024-01-15,Rejected
102658,51.0,128431.0,649.0,9719.0,32.0,0.52,4,Business,Divorced,Bachelors,Owned,Tier1,Platinum,2025-11-17,Rejected
102659,39.0,178018.0,329.0,37027.0,30.0,0.7,4,Self-Employed,Married,Bachelors,Family,Tier2,Silver,2025-09-25,Approved
102660,39.0,72020.0,740.0,37251.0,17.0,0.64,3,Business,Married,Bachelors,Owned,Tier2,Platinum,2024-05-12,Rejected
102661,42.0,47161.0,841.0,20403.0,24.0,0.5,7,Business,Married,Masters,Owned,Tier2,Gold,2025-09-08,Approved
102662,44.0,52738.0,754.0,27809.0,4.0,0.51,2,Business,Married,High School,Family,Tier3,Gold,2025-09-03,Rejected
102663,32.0,159997.0,393.0,43527.0,29.0,0.66,3,Business,Single,Bachelors,Family,Tier1,Silver,2025-03-21,Rejected
102664,50.0,164535.0,594.0,26150.0,22.0,0.68,1,Self-Employed,Single,Bachelors,Family,Tier3,Gold,2025-04-12,Approved
102665,58.0,82153.0,848.0,11226.0,17.0,0.59,3,Business,Divorced,High School,Rented,Tier2,Silver,2025-10-08,Rejected
102666,51.0,86009.0,388.0,47940.0,31.0,0.55,4,Salaried,Divorced,Bachelors,Owned,Tier3,Silver,2024-11-25,Rejected
102667,56.0,112938.0,802.0,38172.0,29.0,0.12,7,Self-Employed,Single,Bachelors,Rented,Tier3,Platinum,2025-12-05,Approved
102668,39.0,124546.0,,43172.0,28.0,0.59,5,Salaried,Divorced,High School,Rented,Tier3,Silver,2024-12-19,Approved
102669,56.0,197624.0,721.0,39705.0,8.0,0.21,5,Self-Employed,Single,High School,Rented,Tier1,Silver,2024-03-27,Approved
102670,50.0,81271.0,825.0,35202.0,22.0,0.42,7,Business,Married,Bachelors,Owned,Tier2,Gold,2025-08-28,Rejected
102671,53.0,34797.0,491.0,9729.0,2.0,0.31,3,Self-Employed,Married,Bachelors,Family,Tier3,Silver,2025-07-22,Rejected
102672,38.0,111130.0,523.0,24938.0,21.0,0.27,7,Salaried,Single,Bachelors,Owned,Tier3,Platinum,2025-02-20,Approved
102673,48.0,96942.0,686.0,38721.0,30.0,0.25,4,Salaried,Divorced,High School,Family,Tier2,Silver,2025-04-26,Approved
102674,31.0,143065.0,773.0,10766.0,21.0,0.61,0,Self-Employed,Divorced,Bachelors,Rented,Tier1,Gold,2025-08-14,Rejected
102675,53.0,38965.0,502.0,9384.0,10.0,0.55,1,Salaried,Single,High School,Rented,Tier2,Silver,2025-02-21,Approved
102676,37.0,38733.0,746.0,26762.0,2.0,0.39,7,Salaried,Single,Bachelors,Rented,Tier2,Silver,2025-02-17,Approved
102677,26.0,152182.0,367.0,29724.0,13.0,0.48,6,Self-Employed,Married,Masters,Rented,Tier1,Gold,2024-05-31,Approved
102678,24.0,182998.0,391.0,26050.0,18.0,0.69,1,Business,Divorced,Bachelors,Rented,Tier2,Silver,2025-06-11,Rejected
102679,40.0,184855.0,477.0,21653.0,,0.31,4,Business,Married,Bachelors,Family,Tier3,Silver,2025-01-03,Approved
102680,47.0,108360.0,302.0,14507.0,31.0,0.41,5,Business,Single,Bachelors,Rented,Tier1,Gold,2024-01-03,Approved
102681,35.0,192466.0,402.0,,25.0,0.4,0,Salaried,Divorced,Masters,Rented,Tier2,Platinum,2024-10-13,Approved
102682,26.0,133378.0,572.0,43773.0,0.0,0.66,2,Salaried,Married,High School,Family,Tier1,Platinum,2024-05-19,Rejected
102683,34.0,53287.0,833.0,46755.0,1.0,0.28,3,Business,Divorced,Bachelors,,Tier3,Platinum,2024-06-14,Approved
102684,31.0,107104.0,415.0,36205.0,,0.69,7,Self-Employed,Divorced,High School,Rented,Tier3,Platinum,2024-06-22,Approved
102685,59.0,186508.0,763.0,12571.0,13.0,0.25,7,Business,Single,High School,Family,Tier1,Platinum,2025-05-02,Approved
102686,29.0,111916.0,403.0,38320.0,27.0,0.12,6,Self-Employed,Married,,Rented,Tier1,Platinum,2025-03-21,Approved
102687,46.0,28188.0,558.0,49853.0,32.0,0.17,6,,Single,Masters,Family,Tier1,Gold,2024-11-21,Rejected
102688,36.0,116205.0,607.0,31190.0,24.0,0.33,2,Salaried,Married,Bachelors,Owned,Tier3,Gold,2024-11-04,Approved
102689,25.0,122349.0,666.0,24580.0,17.0,0.47,6,Business,Single,Bachelors,,Tier3,Silver,2024-10-16,Approved
102690,30.0,162837.0,601.0,37522.0,33.0,0.39,0,Self-Employed,Single,Masters,Rented,Tier3,Silver,2025-10-06,Approved
102691,23.0,166879.0,326.0,7265.0,11.0,0.29,1,Self-Employed,Single,Masters,Owned,Tier3,Gold,2025-04-01,Approved
102692,33.0,35204.0,807.0,45489.0,26.0,0.42,2,Business,Married,Bachelors,Owned,Tier2,Platinum,2024-01-27,Rejected
102693,63.0,67120.0,826.0,7741.0,23.0,0.6,0,Self-Employed,Single,Bachelors,Owned,Tier3,Platinum,2025-01-30,Approved
102694,50.0,127903.0,664.0,2837.0,32.0,0.6,1,Salaried,Divorced,High School,Family,Tier1,Gold,2025-01-02,Approved
102695,26.0,178730.0,597.0,18409.0,14.0,0.52,5,Self-Employed,Single,Bachelors,Rented,Tier1,Platinum,2025-06-13,Rejected
102696,37.0,62081.0,660.0,18042.0,31.0,0.67,2,Salaried,Divorced,Masters,Family,Tier2,Platinum,2025-11-17,Rejected
102697,39.0,59986.0,803.0,18061.0,16.0,0.43,6,Business,Married,High School,Owned,Tier2,Gold,2024-06-18,Approved
102698,62.0,104322.0,329.0,29986.0,34.0,0.05,5,Self-Employed,Divorced,High School,Rented,Tier2,Platinum,2024-10-12,Approved
102699,55.0,119819.0,738.0,21205.0,34.0,0.24,1,Business,Divorced,High School,Owned,Tier1,Platinum,2024-02-06,Approved
102700,46.0,155015.0,639.0,36143.0,12.0,0.26,4,Business,Divorced,,Owned,Tier2,Silver,2024-10-24,Approved
102701,25.0,75304.0,425.0,7859.0,8.0,0.41,6,Self-Employed,Divorced,High School,Family,Tier2,Silver,2024-01-27,Approved
102702,49.0,90592.0,665.0,46507.0,9.0,0.64,1,Self-Employed,Divorced,High School,Family,Tier1,Platinum,2025-12-10,Rejected
102703,57.0,83548.0,742.0,35356.0,0.0,0.59,1,Self-Employed,Married,Masters,Rented,Tier1,Gold,2024-04-15,Rejected
102704,40.0,123447.0,562.0,21965.0,33.0,0.2,7,Salaried,Married,Masters,Family,Tier3,Silver,2025-05-26,Approved
102705,41.0,64986.0,521.0,13854.0,24.0,0.39,6,Business,Married,Bachelors,Rented,Tier2,Platinum,2025-08-12,Approved
102706,30.0,99095.0,301.0,34013.0,21.0,0.48,0,Salaried,Married,Masters,Owned,Tier1,Platinum,2024-06-03,Approved
102707,25.0,116594.0,693.0,32654.0,9.0,0.69,0,Business,,Masters,Rented,Tier2,Silver,2024-01-17,Rejected
102708,56.0,113281.0,605.0,42848.0,25.0,0.07,3,Business,Married,Bachelors,Owned,Tier3,Gold,2024-05-02,Rejected
102709,26.0,91151.0,445.0,44171.0,18.0,0.35,6,Salaried,Single,High School,Family,Tier2,Silver,2025-04-06,Approved
102710,46.0,98598.0,829.0,24054.0,3.0,0.69,0,Business,Divorced,Masters,Owned,Tier2,Gold,2024-03-23,Approved
102711,24.0,53214.0,827.0,9192.0,4.0,0.69,7,Salaried,Married,Masters,Family,Tier3,Gold,2025-10-11,Rejected
102712,59.0,63745.0,607.0,3184.0,28.0,0.26,4,Self-Employed,Single,High School,Rented,Tier2,Gold,2024-04-29,Rejected
102713,59.0,198620.0,639.0,46206.0,4.0,0.05,4,Business,Married,High School,Rented,Tier3,Platinum,2024-06-21,Approved
102714,55.0,166753.0,651.0,37019.0,0.0,0.43,7,Salaried,Married,Masters,Rented,Tier3,Silver,2025-03-15,Approved
102715,21.0,163056.0,508.0,17281.0,27.0,0.61,5,Self-Employed,Single,High School,Owned,Tier3,Gold,2024-09-09,Approved
102716,44.0,183651.0,504.0,6863.0,18.0,0.26,1,Business,Married,Masters,Family,Tier2,Platinum,2025-02-27,Approved
102717,56.0,115810.0,314.0,10702.0,0.0,0.66,0,Business,Divorced,High School,Rented,Tier2,Silver,2024-01-03,Rejected
102718,26.0,183471.0,727.0,37539.0,28.0,0.27,6,Business,Divorced,Bachelors,Owned,Tier1,Silver,2024-06-23,Rejected
102719,61.0,187553.0,775.0,14536.0,31.0,0.45,6,Business,Single,Masters,Owned,Tier2,Gold,2025-08-26,Rejected
102720,64.0,25944.0,597.0,43088.0,13.0,0.52,6,Self-Employed,Married,High School,Owned,Tier2,Silver,2025-05-11,Approved
102721,51.0,118993.0,,17077.0,31.0,0.27,3,Business,Divorced,High School,Rented,Tier3,Gold,2025-01-02,Approved
102722,40.0,34114.0,406.0,26273.0,8.0,0.28,0,Business,Single,Bachelors,Owned,Tier3,Platinum,2025-02-11,Approved
102723,44.0,64846.0,718.0,32052.0,18.0,0.36,7,Self-Employed,Divorced,High School,Family,Tier2,Silver,2025-10-12,Rejected
102724,45.0,57596.0,577.0,3419.0,10.0,0.59,6,Self-Employed,Single,High School,Family,Tier2,Silver,2024-07-21,Approved
102725,56.0,129087.0,427.0,14518.0,3.0,0.12,3,,Single,High School,Rented,Tier2,Silver,2024-08-30,Approved
102726,41.0,31907.0,758.0,8396.0,24.0,0.46,1,Self-Employed,Divorced,Masters,Owned,Tier1,Silver,2025-06-26,Approved
102727,50.0,184186.0,337.0,20012.0,16.0,0.49,6,Self-Employed,Married,Bachelors,Rented,Tier1,Gold,2024-10-29,Rejected
102728,44.0,50009.0,497.0,41077.0,7.0,0.41,6,Salaried,Single,Bachelors,Owned,Tier3,Silver,2025-08-12,Approved
102729,64.0,109846.0,656.0,12981.0,0.0,0.66,5,Self-Employed,Divorced,Bachelors,Rented,Tier2,Silver,2025-11-13,Approved
102730,62.0,75241.0,306.0,34453.0,1.0,0.44,5,Salaried,Divorced,Masters,Rented,Tier3,Platinum,2025-07-21,Approved
102731,50.0,191797.0,631.0,3756.0,9.0,0.46,4,Salaried,Divorced,High School,Family,Tier1,Silver,2024-05-08,Approved
102732,42.0,43996.0,818.0,6023.0,26.0,0.44,7,Salaried,Single,Masters,Owned,Tier1,Gold,2024-11-27,Approved
102733,48.0,162119.0,493.0,27418.0,26.0,0.52,0,Salaried,Married,Bachelors,Family,Tier1,Gold,2024-01-02,Approved
102734,27.0,53767.0,615.0,22219.0,12.0,0.14,0,Salaried,Divorced,Bachelors,Family,Tier3,Silver,2025-11-06,Approved
